virus_protein_id,rank,human_protein_id,distance,similarity,cluster_id,primary_cluster,embedding_similarity,virus_mimicry_score
sp|P89433|GM_HHV2H,2,sp|E9PQX1|TM262_HUMAN,0.264133,0.735867,160,160,0.304870,0.520369
sp|P89433|GM_HHV2H,3,sp|Q9P2J2|TUTLA_HUMAN,0.264557,0.735443,881,160,0.387897,0.561670
sp|P89433|GM_HHV2H,4,sp|O75074|LRP3_HUMAN,0.293134,0.706866,881,160,0.381030,0.543948
sp|P89433|GM_HHV2H,5,sp|O75064|DEN4B_HUMAN,0.293718,0.706282,881,160,0.364393,0.535337
sp|P89446|KITH_HHV2H,1,sp|Q8IUL8|CILP2_HUMAN,0.296305,0.703695,885,885,0.198619,0.451157
sp|P89446|KITH_HHV2H,2,sp|Q9C0B6|BRNP2_HUMAN,0.308252,0.691748,885,885,0.256863,0.474306
sp|P89446|KITH_HHV2H,3,sp|Q76B58|BRNP3_HUMAN,0.320907,0.679093,885,885,0.253826,0.466459
sp|P89446|KITH_HHV2H,4,sp|Q14703|MBTP1_HUMAN,0.323736,0.676264,885,885,0.304156,0.490210
sp|P89446|KITH_HHV2H,5,sp|O75339|CILP1_HUMAN,0.327746,0.672254,885,885,0.265496,0.468875
sp|P89453|DPOL_HHV2H,1,sp|P28340|DPOD1_HUMAN,0.112450,0.887550,584,584,0.588075,0.737812
sp|P89453|DPOL_HHV2H,2,sp|P09884|DPOLA_HUMAN,0.154455,0.845545,584,584,0.592042,0.718794
sp|P89453|DPOL_HHV2H,3,sp|P27708|PYR1_HUMAN,0.227315,0.772685,584,584,0.380350,0.576517
sp|P89453|DPOL_HHV2H,4,sp|Q6P158|DHX57_HUMAN,0.237801,0.762199,584,584,0.362876,0.562537
sp|P89453|DPOL_HHV2H,5,sp|Q8IY37|DHX37_HUMAN,0.243381,0.756619,584,584,0.393925,0.575272
sp|P89454|NEC1_HHV2H,2,sp|P47874|OMP_HUMAN,0.113114,0.886886,37,37,0.259057,0.572972
sp|P89454|NEC1_HHV2H,3,sp|Q96D98|EID2B_HUMAN,0.115910,0.884090,37,37,0.260874,0.572482
sp|P89454|NEC1_HHV2H,5,sp|O15145|ARPC3_HUMAN,0.118882,0.881118,37,37,0.416824,0.648971
sp|P89457|NEC2_HHV2H,2,sp|Q96D98|EID2B_HUMAN,0.120745,0.879255,37,37,0.260836,0.570045
sp|P89457|NEC2_HHV2H,3,sp|P47874|OMP_HUMAN,0.144806,0.855194,37,37,0.259020,0.557107
sp|P89457|NEC2_HHV2H,4,sp|O75956|CDKA2_HUMAN,0.161883,0.838117,37,37,0.425774,0.631945
sp|P89466|TEG1_HHV2H,2,sp|Q96RD6|PANX2_HUMAN,0.224284,0.775716,410,410,0.368852,0.572284
sp|P89466|TEG1_HHV2H,3,sp|Q01196|RUNX1_HUMAN,0.225198,0.774802,410,410,0.336338,0.555570
sp|P89466|TEG1_HHV2H,4,sp|Q86XN8|MEX3D_HUMAN,0.228638,0.771362,410,410,0.288346,0.529854
sp|P89467|TEG5_HHV2H,2,sp|Q96D98|EID2B_HUMAN,0.155956,0.844044,37,37,0.338615,0.591330
sp|P89467|TEG5_HHV2H,3,sp|O75956|CDKA2_HUMAN,0.191515,0.808485,37,37,0.442347,0.625416
sp|P89467|TEG5_HHV2H,4,sp|P47874|OMP_HUMAN,0.208629,0.791371,37,37,0.325137,0.558254
sp|P89467|TEG5_HHV2H,5,sp|O14519|CDKA1_HUMAN,0.209515,0.790485,37,37,0.404119,0.597302
sp|P89471|PRIM_HHV2H,1,sp|Q8IUL8|CILP2_HUMAN,0.292146,0.707854,885,885,0.229755,0.468804
sp|P89471|PRIM_HHV2H,2,sp|Q14703|MBTP1_HUMAN,0.297306,0.702694,885,885,0.275881,0.489288
sp|P89471|PRIM_HHV2H,3,sp|O60477|BRNP1_HUMAN,0.300807,0.699193,885,885,0.309173,0.504183
sp|P89471|PRIM_HHV2H,4,sp|O75339|CILP1_HUMAN,0.301202,0.698798,885,885,0.232262,0.465530
sp|P89471|PRIM_HHV2H,5,sp|Q76B58|BRNP3_HUMAN,0.304344,0.695656,885,885,0.258779,0.477218
sp|P89474|ICP22_HHV2H,2,sp|Q8NG27|PJA1_HUMAN,0.174034,0.825966,410,410,0.527120,0.676543
sp|P89474|ICP22_HHV2H,4,sp|Q01196|RUNX1_HUMAN,0.193398,0.806602,410,410,0.353191,0.579896
sp|Q69467|GD_HHV2H,1,sp|P55082|MFAP3_HUMAN,0.194982,0.805018,410,410,0.357863,0.581441
sp|Q69467|GD_HHV2H,2,sp|Q96RD6|PANX2_HUMAN,0.230477,0.769523,410,410,0.329893,0.549708
sp|Q69467|GD_HHV2H,3,sp|O75121|MFA3L_HUMAN,0.244691,0.755309,410,410,0.308070,0.531689
sp|Q69467|GD_HHV2H,5,sp|Q6Y2X3|DJC14_HUMAN,0.258854,0.741146,410,410,0.336070,0.538608
sp|Q86539|GN_HHV2H,1,sp|Q96LL3|FIMP_HUMAN,0.163795,0.836205,36,36,0.477008,0.656607
sp|Q86539|GN_HHV2H,2,sp|C0HLV8|MP31_HUMAN,0.167652,0.832348,36,36,0.175020,0.503684
sp|Q86539|GN_HHV2H,3,sp|C0HLZ6|HAS3P_HUMAN,0.182338,0.817662,36,36,0.358450,0.588056
sp|Q86539|GN_HHV2H,4,sp|Q9NRJ1|MOST1_HUMAN,0.186562,0.813438,36,36,0.299885,0.556662
sp|P28275|UNG_HHV2H,1,sp|Q00653|NFKB2_HUMAN,0.231683,0.768317,768,768,0.244648,0.506482
sp|P28275|UNG_HHV2H,2,sp|P52630|STAT2_HUMAN,0.253707,0.746293,768,768,0.313449,0.529871
sp|P28275|UNG_HHV2H,3,sp|P48167|GLRB_HUMAN,0.276193,0.723807,768,768,0.271676,0.497742
sp|P28275|UNG_HHV2H,5,sp|P78334|GBRE_HUMAN,0.301690,0.698310,768,768,0.209795,0.454052
sp|P28277|HELI_HHV2H,2,sp|Q96Q15|SMG1_HUMAN,0.226001,0.773999,423,423,0.333019,0.553509
sp|P28277|HELI_HHV2H,3,sp|Q9NR09|BIRC6_HUMAN,0.226826,0.773174,423,423,0.259071,0.516122
sp|P28277|HELI_HHV2H,4,sp|Q5T4S7|UBR4_HUMAN,0.229246,0.770754,423,423,0.248472,0.509613
sp|P28277|HELI_HHV2H,5,sp|Q6P2Q9|PRP8_HUMAN,0.241476,0.758524,423,423,0.333314,0.545919
sp|P89429|PORTL_HHV2H,1,sp|Q5VYS4|MEDAG_HUMAN,0.140621,0.859379,37,37,0.218580,0.538980
sp|P89429|PORTL_HHV2H,3,sp|Q9NZD4|AHSP_HUMAN,0.184867,0.815133,37,37,0.330399,0.572766
sp|P89429|PORTL_HHV2H,4,sp|O75663|TIPRL_HUMAN,0.187798,0.812202,37,37,0.323490,0.567846
sp|P89430|CEP1_HHV2H,2,sp|Q92561|PHYIP_HUMAN,0.159177,0.840823,37,37,0.302799,0.571811
sp|P89430|CEP1_HHV2H,3,sp|O15145|ARPC3_HUMAN,0.161265,0.838735,37,37,0.337219,0.587977
sp|P89430|CEP1_HHV2H,4,sp|P47874|OMP_HUMAN,0.165632,0.834368,37,37,0.288790,0.561579
sp|P89430|CEP1_HHV2H,5,sp|Q6V702|CF299_HUMAN,0.172620,0.827380,37,37,0.392351,0.609865
sp|P89431|HEPA_HHV2H,1,sp|Q9BWT7|CAR10_HUMAN,0.313389,0.686611,881,881,0.213825,0.450218
sp|P89431|HEPA_HHV2H,2,sp|Q6ZSY5|PPR3F_HUMAN,0.318107,0.681893,881,881,0.300245,0.491069
sp|P89431|HEPA_HHV2H,3,sp|Q9P2J2|TUTLA_HUMAN,0.322559,0.677441,881,881,0.242107,0.459774
sp|P89431|HEPA_HHV2H,4,sp|O75064|DEN4B_HUMAN,0.329847,0.670153,881,881,0.307234,0.488694
sp|P89437|TEG3_HHV2H,2,sp|Q01196|RUNX1_HUMAN,0.240946,0.759054,410,410,0.400442,0.579748
sp|P89437|TEG3_HHV2H,5,sp|Q86XN8|MEX3D_HUMAN,0.249282,0.750718,410,410,0.415533,0.583126
sp|P89438|TRM3_HHV2H,1,sp|Q76B58|BRNP3_HUMAN,0.271495,0.728505,885,885,0.222622,0.475564
sp|P89438|TRM3_HHV2H,2,sp|Q14703|MBTP1_HUMAN,0.278170,0.721830,885,885,0.358394,0.540112
sp|P89438|TRM3_HHV2H,3,sp|Q9C0B6|BRNP2_HUMAN,0.278732,0.721268,885,885,0.219540,0.470404
sp|P89438|TRM3_HHV2H,4,sp|O60477|BRNP1_HUMAN,0.296325,0.703675,885,885,0.259909,0.481792
sp|P89438|TRM3_HHV2H,5,sp|O75339|CILP1_HUMAN,0.314191,0.685809,885,885,0.214387,0.450098
sp|P89439|CEP2_HHV2H,2,sp|Q96D98|EID2B_HUMAN,0.186645,0.813355,37,37,0.273460,0.543408
sp|P89439|CEP2_HHV2H,3,sp|P47874|OMP_HUMAN,0.196819,0.803181,37,37,0.355811,0.579496
sp|P89439|CEP2_HHV2H,5,sp|Q92561|PHYIP_HUMAN,0.201739,0.798261,37,37,0.334218,0.566240
sp|P89440|CVC1_HHV2H,2,sp|Q96D98|EID2B_HUMAN,0.163282,0.836718,37,37,0.245671,0.541195
sp|P89440|CVC1_HHV2H,3,sp|Q5VYS4|MEDAG_HUMAN,0.173354,0.826646,37,37,0.273025,0.549835
sp|P89440|CVC1_HHV2H,4,sp|P47874|OMP_HUMAN,0.177077,0.822923,37,37,0.258272,0.540597
sp|P89441|TRX2_HHV2H,1,sp|P47874|OMP_HUMAN,0.102037,0.897963,37,37,0.217841,0.557902
sp|P89441|TRX2_HHV2H,3,sp|Q96D98|EID2B_HUMAN,0.133557,0.866443,37,37,0.222490,0.544467
sp|P89441|TRX2_HHV2H,4,sp|Q6V702|CF299_HUMAN,0.141220,0.858780,37,37,0.294404,0.576592
sp|P89441|TRX2_HHV2H,5,sp|O15145|ARPC3_HUMAN,0.158613,0.841387,37,37,0.369919,0.605653
sp|P89442|MCP_HHV2H,2,sp|P47874|OMP_HUMAN,0.161683,0.838317,37,37,0.194754,0.516536
sp|P89442|MCP_HHV2H,3,sp|O15145|ARPC3_HUMAN,0.181451,0.818549,37,37,0.272303,0.545426
sp|P89442|MCP_HHV2H,5,sp|O75663|TIPRL_HUMAN,0.197404,0.802596,37,37,0.183577,0.493086
sp|P89443|UL20_HHV2H,1,sp|Q9UKY0|PRND_HUMAN,0.206629,0.793371,37,40,0.388362,0.590866
sp|P89443|UL20_HHV2H,2,sp|Q5VYS4|MEDAG_HUMAN,0.214253,0.785747,37,40,0.352108,0.568928
sp|P89443|UL20_HHV2H,5,sp|O75663|TIPRL_HUMAN,0.237910,0.762090,37,40,0.296825,0.529457
sp|P89444|TEG4_HHV2H,2,sp|Q96D98|EID2B_HUMAN,0.153280,0.846720,37,37,0.302422,0.574571
sp|P89444|TEG4_HHV2H,3,sp|Q5VYS4|MEDAG_HUMAN,0.157498,0.842502,37,37,0.363550,0.603026
sp|P89444|TEG4_HHV2H,4,sp|P47874|OMP_HUMAN,0.169600,0.830400,37,37,0.352069,0.591234
sp|P89444|TEG4_HHV2H,5,sp|O75956|CDKA2_HUMAN,0.187768,0.812232,37,37,0.427010,0.619621
sp|P89447|UL24_HHV2H,1,sp|Q8IY17|PLPL6_HUMAN,0.237018,0.762982,423,423,0.264064,0.513523
sp|P89447|UL24_HHV2H,2,sp|Q6ZV29|PLPL7_HUMAN,0.239312,0.760688,423,423,0.249604,0.505146
sp|P89447|UL24_HHV2H,3,sp|O43896|KIF1C_HUMAN,0.256801,0.743199,423,423,0.295770,0.519485
sp|P89447|UL24_HHV2H,4,sp|O75592|MYCB2_HUMAN,0.258107,0.741893,423,423,0.355247,0.548570
sp|P89447|UL24_HHV2H,5,sp|Q9NQT8|KI13B_HUMAN,0.260886,0.739114,423,423,0.348926,0.544020
sp|P89448|CVC2_HHV2H,2,sp|P47874|OMP_HUMAN,0.186506,0.813494,37,37,0.243136,0.528315
sp|P89448|CVC2_HHV2H,3,sp|Q5VYS4|MEDAG_HUMAN,0.189191,0.810809,37,37,0.284517,0.547663
sp|P89448|CVC2_HHV2H,5,sp|O75663|TIPRL_HUMAN,0.203005,0.796995,37,37,0.297505,0.547250
sp|P89451|TRM1_HHV2H,2,sp|Q5VYS4|MEDAG_HUMAN,0.159744,0.840256,37,37,0.204192,0.522224
sp|P89451|TRM1_HHV2H,3,sp|Q96D98|EID2B_HUMAN,0.161610,0.838390,37,37,0.247772,0.543081
sp|P89451|TRM1_HHV2H,4,sp|P47874|OMP_HUMAN,0.171220,0.828780,37,37,0.214182,0.521481
sp|P89451|TRM1_HHV2H,5,sp|Q9NZD4|AHSP_HUMAN,0.198483,0.801517,37,37,0.240141,0.520829
sp|P89452|DNBI_HHV2H,2,sp|P47874|OMP_HUMAN,0.127207,0.872793,37,37,0.312678,0.592736
sp|P89452|DNBI_HHV2H,3,sp|O15145|ARPC3_HUMAN,0.141552,0.858448,37,37,0.470931,0.664689
sp|P89452|DNBI_HHV2H,5,sp|Q5VYS4|MEDAG_HUMAN,0.144389,0.855611,37,37,0.320005,0.587808
sp|P89455|UL32_HHV2H,2,sp|Q96D98|EID2B_HUMAN,0.145375,0.854625,37,37,0.338486,0.596556
sp|P89455|UL32_HHV2H,3,sp|Q5VYS4|MEDAG_HUMAN,0.164950,0.835050,37,37,0.348423,0.591736
sp|P89455|UL32_HHV2H,4,sp|O15145|ARPC3_HUMAN,0.185930,0.814070,37,37,0.445207,0.629639
sp|P89456|TRM2_HHV2H,1,sp|P47874|OMP_HUMAN,0.088806,0.911194,37,37,0.222767,0.566981
sp|P89456|TRM2_HHV2H,3,sp|O15145|ARPC3_HUMAN,0.114791,0.885209,37,37,0.420433,0.652821
sp|P89456|TRM2_HHV2H,4,sp|Q96D98|EID2B_HUMAN,0.121820,0.878180,37,37,0.241722,0.559951
sp|P89458|SCP_HHV2H,1,sp|P47874|OMP_HUMAN,0.133182,0.866818,37,37,0.260914,0.563866
sp|P89458|SCP_HHV2H,3,sp|O15145|ARPC3_HUMAN,0.163038,0.836962,37,37,0.377338,0.607150
sp|P89458|SCP_HHV2H,5,sp|Q6V702|CF299_HUMAN,0.168573,0.831427,37,37,0.362552,0.596990
sp|P89460|ITP_HHV2H,1,sp|Q96D98|EID2B_HUMAN,0.112086,0.887914,37,37,0.263683,0.575798
sp|P89460|ITP_HHV2H,3,sp|O75956|CDKA2_HUMAN,0.140552,0.859448,37,37,0.415821,0.637635
sp|P89460|ITP_HHV2H,4,sp|O14519|CDKA1_HUMAN,0.144322,0.855678,37,37,0.367007,0.611342
sp|P89460|ITP_HHV2H,5,sp|P47874|OMP_HUMAN,0.146353,0.853647,37,37,0.337062,0.595354
sp|P89461|TRX1_HHV2H,2,sp|Q96D98|EID2B_HUMAN,0.153893,0.846107,37,37,0.222323,0.534215
sp|P89461|TRX1_HHV2H,3,sp|P47874|OMP_HUMAN,0.168066,0.831934,37,37,0.217717,0.524826
sp|P89461|TRX1_HHV2H,4,sp|O15145|ARPC3_HUMAN,0.180864,0.819136,37,37,0.369795,0.594465
sp|P89461|TRX1_HHV2H,5,sp|Q92561|PHYIP_HUMAN,0.183253,0.816747,37,37,0.242752,0.529749
sp|P89463|PAP_HHV2H,1,sp|Q8IY17|PLPL6_HUMAN,0.231136,0.768864,423,423,0.275612,0.522238
sp|P89463|PAP_HHV2H,2,sp|Q9NQT8|KI13B_HUMAN,0.237510,0.762490,423,423,0.363240,0.562865
sp|P89463|PAP_HHV2H,3,sp|O94966|UBP19_HUMAN,0.239978,0.760022,423,423,0.355250,0.557636
sp|P89463|PAP_HHV2H,4,sp|Q6ZV29|PLPL7_HUMAN,0.248738,0.751262,423,423,0.242758,0.497010
sp|P89463|PAP_HHV2H,5,sp|Q9UKN7|MYO15_HUMAN,0.249048,0.750952,423,423,0.229127,0.490040
sp|P89465|EV45_HHV2H,1,sp|P55082|MFAP3_HUMAN,0.265543,0.734457,410,410,0.317414,0.525936
sp|P89465|EV45_HHV2H,2,sp|Q96RD6|PANX2_HUMAN,0.265620,0.734380,410,410,0.368377,0.551378
sp|P89465|EV45_HHV2H,4,sp|Q01196|RUNX1_HUMAN,0.282368,0.717632,410,410,0.279848,0.498740
sp|P89465|EV45_HHV2H,5,sp|Q86XN8|MEX3D_HUMAN,0.282573,0.717427,410,410,0.333297,0.525362
sp|P89468|VP22_HHV2H,2,sp|Q8NG27|PJA1_HUMAN,0.174898,0.825102,410,410,0.434687,0.629895
sp|P89468|VP22_HHV2H,3,sp|Q86XN8|MEX3D_HUMAN,0.178790,0.821210,410,410,0.436951,0.629080
sp|P89468|VP22_HHV2H,5,sp|Q01196|RUNX1_HUMAN,0.189565,0.810435,410,410,0.328096,0.569266
sp|P89469|DUT_HHV2H,1,sp|P27708|PYR1_HUMAN,0.299677,0.700323,584,584,0.533872,0.617098
sp|P89469|DUT_HHV2H,2,sp|Q8N8A6|DDX51_HUMAN,0.319498,0.680502,584,584,0.365352,0.522927
sp|P89469|DUT_HHV2H,3,sp|P29475|NOS1_HUMAN,0.320623,0.679377,584,584,0.317792,0.498584
sp|P89469|DUT_HHV2H,4,sp|P53396|ACLY_HUMAN,0.330345,0.669655,584,584,0.313255,0.491455
sp|P89469|DUT_HHV2H,5,sp|Q8NDG6|TDRD9_HUMAN,0.336151,0.663849,584,584,0.321293,0.492571
sp|P89470|TEG7_HHV2H,2,sp|Q01196|RUNX1_HUMAN,0.236298,0.763702,410,410,0.253159,0.508430
sp|P89470|TEG7_HHV2H,3,sp|Q13761|RUNX3_HUMAN,0.249472,0.750528,410,410,0.250066,0.500297
sp|P89470|TEG7_HHV2H,4,sp|Q8NHG8|ZNRF2_HUMAN,0.257190,0.742810,410,410,0.299330,0.521070
sp|P89470|TEG7_HHV2H,5,sp|Q8ND25|ZNRF1_HUMAN,0.257193,0.742807,410,410,0.344751,0.543779
sp|F5HB81|GB_HHV8P,1,sp|O75339|CILP1_HUMAN,0.242152,0.757848,885,885,0.285089,0.521468
sp|F5HB81|GB_HHV8P,2,sp|Q76B58|BRNP3_HUMAN,0.249385,0.750615,885,885,0.253956,0.502286
sp|F5HB81|GB_HHV8P,3,sp|Q9C0B6|BRNP2_HUMAN,0.260455,0.739545,885,885,0.193437,0.466491
sp|F5HB81|GB_HHV8P,4,sp|Q9H7T0|CTSRB_HUMAN,0.269519,0.730481,885,885,0.314837,0.522659
sp|F5HB81|GB_HHV8P,5,sp|Q4ZHG4|FNDC1_HUMAN,0.276206,0.723794,885,885,0.369352,0.546573
sp|F5HCV3|ORF50_HHV8P,4,sp|O75956|CDKA2_HUMAN,0.149430,0.850570,37,37,0.414799,0.632685
sp|F5HCV3|ORF50_HHV8P,5,sp|Q9NXF7|DCA16_HUMAN,0.151516,0.848484,37,37,0.440089,0.644287
sp|F5HDE4|ORF45_HHV8P,2,sp|Q8NG27|PJA1_HUMAN,0.149516,0.850484,410,410,0.293633,0.572059
sp|F5HDE4|ORF45_HHV8P,3,sp|O43164|PJA2_HUMAN,0.182981,0.817019,410,410,0.370601,0.593810
sp|F5HDE4|ORF45_HHV8P,4,sp|Q01196|RUNX1_HUMAN,0.206312,0.793688,410,410,0.342012,0.567850
sp|F5HDE4|ORF45_HHV8P,5,sp|O75603|GCM2_HUMAN,0.216112,0.783888,410,410,0.264924,0.524406
sp|F5HF68|VIRF1_HHV8P,2,sp|Q13761|RUNX3_HUMAN,0.247796,0.752204,410,410,0.361444,0.556824
sp|F5HF68|VIRF1_HHV8P,3,sp|Q6Y2X3|DJC14_HUMAN,0.249891,0.750109,410,410,0.334384,0.542246
sp|F5HF68|VIRF1_HHV8P,4,sp|A1L020|MEX3A_HUMAN,0.255135,0.744865,410,410,0.393539,0.569202
sp|F5HF68|VIRF1_HHV8P,5,sp|Q5U5Q3|MEX3C_HUMAN,0.258061,0.741939,410,410,0.433152,0.587546
sp|P90489|MIR2_HHV8P,1,sp|Q8TCQ1|MARH1_HUMAN,0.133941,0.866059,402,402,0.704302,0.785181
sp|P90489|MIR2_HHV8P,2,sp|Q5T0T0|MARH8_HUMAN,0.150394,0.849606,402,402,0.777441,0.813524
sp|P90489|MIR2_HHV8P,3,sp|Q9P0N8|MARH2_HUMAN,0.164973,0.835027,402,402,0.662759,0.748893
sp|P90489|MIR2_HHV8P,4,sp|Q86UD3|MARH3_HUMAN,0.178418,0.821582,402,402,0.585298,0.703440
sp|P90489|MIR2_HHV8P,5,sp|P55082|MFAP3_HUMAN,0.259460,0.740540,410,402,0.295472,0.518006
sp|P90495|MIR1_HHV8P,1,sp|Q8TCQ1|MARH1_HUMAN,0.180468,0.819532,402,402,0.750099,0.784816
sp|P90495|MIR1_HHV8P,2,sp|Q5T0T0|MARH8_HUMAN,0.185121,0.814879,402,402,0.782890,0.798884
sp|P90495|MIR1_HHV8P,3,sp|Q9P0N8|MARH2_HUMAN,0.208160,0.791840,402,402,0.692641,0.742240
sp|P90495|MIR1_HHV8P,4,sp|Q86UD3|MARH3_HUMAN,0.223924,0.776076,402,402,0.692096,0.734086
sp|P90495|MIR1_HHV8P,5,sp|O43164|PJA2_HUMAN,0.243973,0.756027,410,402,0.585086,0.670556
sp|Q2HR75|MTA_HHV8P,3,sp|O15145|ARPC3_HUMAN,0.110817,0.889183,37,37,0.404050,0.646616
sp|Q2HR75|MTA_HHV8P,4,sp|Q9BWV2|SPAT9_HUMAN,0.124768,0.875232,37,37,0.367060,0.621146
sp|Q2HR80|ORF52_HHV8P,1,sp|O75956|CDKA2_HUMAN,0.188186,0.811814,37,37,0.464446,0.638130
sp|Q2HR80|ORF52_HHV8P,2,sp|O14519|CDKA1_HUMAN,0.198844,0.801156,37,37,0.452620,0.626888
sp|Q2HR80|ORF52_HHV8P,4,sp|Q99576|T22D3_HUMAN,0.203225,0.796775,37,37,0.512110,0.654442
sp|Q2HRB6|SCAF_HHV8P,1,sp|O75592|MYCB2_HUMAN,0.227574,0.772426,423,423,0.329645,0.551036
sp|Q2HRB6|SCAF_HHV8P,2,sp|Q5T4S7|UBR4_HUMAN,0.245212,0.754788,423,423,0.372548,0.563668
sp|Q2HRB6|SCAF_HHV8P,3,sp|O43166|SI1L1_HUMAN,0.245559,0.754441,423,423,0.400938,0.577690
sp|Q2HRB6|SCAF_HHV8P,4,sp|O60292|SI1L3_HUMAN,0.246501,0.753499,423,423,0.441995,0.597747
sp|Q2HRB6|SCAF_HHV8P,5,sp|Q8IY17|PLPL6_HUMAN,0.247323,0.752677,423,423,0.263196,0.507936
sp|F5HAK9|GH_HHV8P,1,sp|Q9C0B6|BRNP2_HUMAN,0.258751,0.741249,885,885,0.225518,0.483384
sp|F5HAK9|GH_HHV8P,2,sp|Q76B58|BRNP3_HUMAN,0.273225,0.726775,885,885,0.299384,0.513079
sp|F5HAK9|GH_HHV8P,3,sp|Q9H7T0|CTSRB_HUMAN,0.301274,0.698726,885,885,0.305054,0.501890
sp|F5HAK9|GH_HHV8P,4,sp|Q8IUL8|CILP2_HUMAN,0.320220,0.679780,885,885,0.265234,0.472507
sp|F5HAK9|GH_HHV8P,5,sp|O75339|CILP1_HUMAN,0.323439,0.676561,885,885,0.278279,0.477420
sp|F5HDD0|GM_HHV8P,1,sp|O15258|RER1_HUMAN,0.181993,0.818007,476,160,0.461952,0.639980
sp|F5HDD0|GM_HHV8P,2,sp|E9PQX1|TM262_HUMAN,0.203188,0.796812,160,160,0.305188,0.551000
sp|F5HDD0|GM_HHV8P,3,sp|Q9NZS9|BFAR_HUMAN,0.206635,0.793365,471,160,0.340449,0.566907
sp|F5HDD0|GM_HHV8P,4,sp|Q9Y5U4|INSI2_HUMAN,0.228279,0.771721,476,160,0.320720,0.546221
sp|F5HDD0|GM_HHV8P,5,sp|O15503|INSI1_HUMAN,0.229432,0.770568,476,160,0.337228,0.553898
sp|F5HF47|UL32_HHV8P,1,sp|O15145|ARPC3_HUMAN,0.080896,0.919104,37,37,0.469066,0.694085
sp|F5HF47|UL32_HHV8P,3,sp|P47874|OMP_HUMAN,0.112117,0.887883,37,37,0.348965,0.618424
sp|F5HF47|UL32_HHV8P,5,sp|Q9NXF7|DCA16_HUMAN,0.120019,0.879981,37,37,0.443917,0.661949
sp|F5HFQ0|GN_HHV8P,1,sp|P06028|GLPB_HUMAN,0.218024,0.781976,149,149,0.381438,0.581707
sp|F5HFQ0|GN_HHV8P,2,sp|P02724|GLPA_HUMAN,0.258273,0.741727,149,149,0.446571,0.594149
sp|F5HFQ0|GN_HHV8P,3,sp|O00592|PODXL_HUMAN,0.269503,0.730497,152,149,0.432301,0.581399
sp|F5HFQ0|GN_HHV8P,4,sp|P23471|PTPRZ_HUMAN,0.269936,0.730064,152,149,0.365820,0.547942
sp|F5HFQ0|GN_HHV8P,5,sp|P31358|CD52_HUMAN,0.272709,0.727291,149,149,0.347336,0.537314
sp|F5HGH5|VPK_HHV8P,1,sp|O76075|DFFB_HUMAN,0.247706,0.752294,422,422,0.308794,0.530544
sp|F5HGH5|VPK_HHV8P,2,sp|P15918|RAG1_HUMAN,0.261949,0.738051,422,422,0.340418,0.539235
sp|F5HGH5|VPK_HHV8P,3,sp|Q9NV66|TYW1_HUMAN,0.266280,0.733720,422,422,0.303610,0.518665
sp|F5HGH5|VPK_HHV8P,4,sp|Q6PIW4|FIGL1_HUMAN,0.269232,0.730768,422,422,0.388734,0.559751
sp|F5HGH5|VPK_HHV8P,5,sp|Q6NUM6|TYW1B_HUMAN,0.273618,0.726382,422,422,0.303569,0.514975
sp|F5HGJ3|ARBH_HHV8P,1,sp|Q16548|B2LA1_HUMAN,0.128032,0.871968,664,664,0.566888,0.719428
sp|F5HGJ3|ARBH_HHV8P,2,sp|Q07812|BAX_HUMAN,0.189970,0.810030,664,664,0.492595,0.651312
sp|F5HGJ3|ARBH_HHV8P,3,sp|Q07820|MCL1_HUMAN,0.225530,0.774470,664,664,0.527283,0.650877
sp|F5HGJ3|ARBH_HHV8P,4,sp|Q9HD36|B2L10_HUMAN,0.260128,0.739872,664,664,0.549175,0.644523
sp|F5HGJ3|ARBH_HHV8P,5,sp|Q07817|B2CL1_HUMAN,0.263833,0.736167,664,664,0.462908,0.599538
sp|P0C788|OX2V_HHV8P,1,sp|P07333|CSF1R_HUMAN,0.197509,0.802491,580,580,0.422810,0.612650
sp|P0C788|OX2V_HHV8P,2,sp|Q04912|RON_HUMAN,0.228733,0.771267,580,580,0.380318,0.575792
sp|P0C788|OX2V_HHV8P,3,sp|P14616|INSRR_HUMAN,0.235067,0.764933,580,580,0.300318,0.532625
sp|P0C788|OX2V_HHV8P,4,sp|O15197|EPHB6_HUMAN,0.237961,0.762039,580,580,0.280767,0.521403
sp|P0C788|OX2V_HHV8P,5,sp|P98160|PGBM_HUMAN,0.241825,0.758175,580,580,0.265523,0.511849
sp|Q2HR64|LTP_HHV8P,2,sp|O75956|CDKA2_HUMAN,0.125341,0.874659,37,37,0.461725,0.668192
sp|Q2HR64|LTP_HHV8P,4,sp|Q9BWV2|SPAT9_HUMAN,0.129534,0.870466,37,37,0.344781,0.607624
sp|Q2HR64|LTP_HHV8P,5,sp|P47874|OMP_HUMAN,0.133383,0.866617,37,37,0.292922,0.579769
sp|Q2HR71|VIRF2_HHV8P,2,sp|Q9NP62|GCM1_HUMAN,0.179235,0.820765,410,410,0.531654,0.676210
sp|Q2HR71|VIRF2_HHV8P,3,sp|O43164|PJA2_HUMAN,0.185411,0.814589,410,410,0.473434,0.644012
sp|Q2HR71|VIRF2_HHV8P,4,sp|Q01196|RUNX1_HUMAN,0.186595,0.813405,410,410,0.482761,0.648083
sp|Q2HR82|KBZIP_HHV8P,1,sp|Q0VD86|INCA1_HUMAN,0.127270,0.872730,37,37,0.402123,0.637427
